model-1603542243,1603542259.441,                            0.74,                            0.5225,                            0.76,                            0.5055
model-1603542243,1603542259.476,                            0.65,                            0.6657,                            0.69,                            0.6021
model-1603542243,1603542259.511,                            0.74,                            0.5035,                            0.68,                            0.5987
model-1603542243,1603542259.546,                            0.72,                            0.5788,                            0.66,                            0.589
model-1603542243,1603542259.581,                            0.66,                            0.5679,                            0.65,                            0.596
model-1603542243,1603542259.615,                            0.71,                            0.5459,                            0.66,                            0.6013
model-1603542243,1603542259.651,                            0.78,                            0.4922,                            0.69,                            0.5824
model-1603542243,1603542259.688,                            0.71,                            0.5424,                            0.71,                            0.6206
model-1603542243,1603542259.724,                            0.61,                            0.6894,                            0.68,                            0.5962
model-1603542243,1603542259.761,                            0.75,                            0.536,                            0.66,                            0.6041
model-1603542243,1603542259.796,                            0.73,                            0.5682,                            0.75,                            0.6057
model-1603542243,1603542259.83,                            0.68,                            0.6066,                            0.71,                            0.546
model-1603542243,1603542259.867,                            0.71,                            0.5657,                            0.62,                            0.6464
model-1603542243,1603542259.902,                            0.71,                            0.4932,                            0.69,                            0.5527
model-1603542243,1603542259.936,                            0.68,                            0.6359,                            0.72,                            0.6137
model-1603542243,1603542259.973,                            0.68,                            0.5874,                            0.78,                            0.5331
model-1603542243,1603542260.008,                            0.75,                            0.5382,                            0.73,                            0.5323
model-1603542243,1603542260.043,                            0.73,                            0.5707,                            0.79,                            0.5067
model-1603542243,1603542260.078,                            0.67,                            0.6033,                            0.77,                            0.5152
model-1603542243,1603542260.113,                            0.73,                            0.5388,                            0.65,                            0.6253
model-1603542243,1603542260.147,                            0.79,                            0.5301,                            0.65,                            0.5932
model-1603542243,1603542260.183,                            0.73,                            0.5387,                            0.72,                            0.5528
model-1603542243,1603542260.217,                            0.64,                            0.599,                            0.67,                            0.5526
model-1603542243,1603542260.252,                            0.64,                            0.614,                            0.74,                            0.5323
model-1603542243,1603542260.289,                            0.66,                            0.5855,                            0.68,                            0.5788
model-1603542243,1603542260.324,                            0.75,                            0.5072,                            0.72,                            0.5621
model-1603542243,1603542260.358,                            0.66,                            0.6059,                            0.7,                            0.6021
model-1603542243,1603542260.394,                            0.67,                            0.6291,                            0.73,                            0.6122
model-1603542243,1603542260.428,                            0.66,                            0.6138,                            0.71,                            0.5476
model-1603542243,1603542260.463,                            0.71,                            0.5502,                            0.63,                            0.5974
model-1603542243,1603542260.5,                            0.74,                            0.5429,                            0.8,                            0.4613
model-1603542243,1603542260.535,                            0.73,                            0.5628,                            0.65,                            0.5652
model-1603542243,1603542260.569,                            0.69,                            0.5674,                            0.63,                            0.6568
model-1603542243,1603542260.605,                            0.76,                            0.5406,                            0.72,                            0.5596
model-1603542243,1603542260.639,                            0.71,                            0.56,                            0.67,                            0.5965
model-1603542243,1603542260.674,                            0.75,                            0.5412,                            0.72,                            0.5595
model-1603542243,1603542260.709,                            0.6,                            0.6602,                            0.75,                            0.5327
model-1603542243,1603542260.744,                            0.76,                            0.4998,                            0.76,                            0.5402
model-1603542243,1603542260.778,                            0.78,                            0.5035,                            0.72,                            0.5862
model-1603542243,1603542260.813,                            0.71,                            0.5479,                            0.75,                            0.5347
model-1603542243,1603542260.848,                            0.66,                            0.5909,                            0.68,                            0.5704
model-1603542243,1603542260.884,                            0.64,                            0.6331,                            0.65,                            0.5961
model-1603542243,1603542260.919,                            0.76,                            0.498,                            0.77,                            0.5002
model-1603542243,1603542260.954,                            0.68,                            0.6066,                            0.78,                            0.5298
model-1603542243,1603542260.988,                            0.76,                            0.4944,                            0.7,                            0.5847
model-1603542243,1603542261.024,                            0.73,                            0.5614,                            0.8,                            0.5307
model-1603542243,1603542261.06,                            0.69,                            0.6036,                            0.69,                            0.5328
model-1603542243,1603542261.082,                            0.63,                            0.5989,                            0.74,                            0.5497
model-1603542243,1603542261.118,                            0.75,                            0.5596,                            0.68,                            0.5842
model-1603542243,1603542261.153,                            0.73,                            0.5399,                            0.67,                            0.6119
model-1603542243,1603542261.19,                            0.61,                            0.631,                            0.75,                            0.5468
model-1603542243,1603542261.225,                            0.66,                            0.6214,                            0.68,                            0.5634
model-1603542243,1603542261.26,                            0.74,                            0.5253,                            0.74,                            0.523
model-1603542243,1603542261.294,                            0.76,                            0.5521,                            0.75,                            0.5081
model-1603542243,1603542261.329,                            0.61,                            0.6177,                            0.58,                            0.6572
model-1603542243,1603542261.364,                            0.69,                            0.5315,                            0.74,                            0.5751
model-1603542243,1603542261.398,                            0.73,                            0.5599,                            0.66,                            0.5531
model-1603542243,1603542261.434,                            0.78,                            0.5434,                            0.78,                            0.4874
model-1603542243,1603542261.468,                            0.64,                            0.6121,                            0.73,                            0.5209
model-1603542243,1603542261.505,                            0.67,                            0.5547,                            0.64,                            0.6224
model-1603542243,1603542261.54,                            0.66,                            0.5891,                            0.7,                            0.5819
model-1603542243,1603542261.577,                            0.65,                            0.5988,                            0.76,                            0.4856
model-1603542243,1603542261.612,                            0.7,                            0.5631,                            0.75,                            0.499
model-1603542243,1603542261.647,                            0.77,                            0.51,                            0.69,                            0.5558
model-1603542243,1603542261.682,                            0.71,                            0.5647,                            0.67,                            0.5613
model-1603542243,1603542261.716,                            0.76,                            0.5128,                            0.74,                            0.5539
model-1603542243,1603542261.752,                            0.68,                            0.5957,                            0.72,                            0.5667
model-1603542243,1603542261.786,                            0.79,                            0.5213,                            0.77,                            0.539
model-1603542243,1603542261.821,                            0.63,                            0.6279,                            0.8,                            0.4895
model-1603542243,1603542261.856,                            0.69,                            0.5748,                            0.69,                            0.5586
model-1603542243,1603542261.89,                            0.75,                            0.4891,                            0.78,                            0.4788
model-1603542243,1603542261.925,                            0.7,                            0.5701,                            0.71,                            0.5598
model-1603542243,1603542261.96,                            0.7,                            0.5884,                            0.76,                            0.5466
model-1603542243,1603542261.995,                            0.7,                            0.5404,                            0.8,                            0.4539
model-1603542243,1603542262.029,                            0.67,                            0.6143,                            0.79,                            0.4718
model-1603542243,1603542262.064,                            0.61,                            0.5943,                            0.78,                            0.499
model-1603542243,1603542262.101,                            0.71,                            0.5229,                            0.69,                            0.5957
model-1603542243,1603542262.137,                            0.68,                            0.5356,                            0.74,                            0.5656
model-1603542243,1603542262.173,                            0.74,                            0.5614,                            0.77,                            0.5082
model-1603542243,1603542262.208,                            0.74,                            0.5293,                            0.7,                            0.5795
model-1603542243,1603542262.242,                            0.71,                            0.5412,                            0.71,                            0.6047
model-1603542243,1603542262.277,                            0.71,                            0.5527,                            0.64,                            0.7115
model-1603542243,1603542262.312,                            0.67,                            0.5458,                            0.77,                            0.498
model-1603542243,1603542262.346,                            0.77,                            0.5219,                            0.78,                            0.5428
model-1603542243,1603542262.381,                            0.78,                            0.4869,                            0.74,                            0.5408
model-1603542243,1603542262.416,                            0.81,                            0.4984,                            0.71,                            0.6107
model-1603542243,1603542262.45,                            0.64,                            0.6397,                            0.74,                            0.525
model-1603542243,1603542262.486,                            0.76,                            0.5151,                            0.71,                            0.5756
model-1603542243,1603542262.52,                            0.74,                            0.618,                            0.78,                            0.4811
model-1603542243,1603542262.555,                            0.67,                            0.6325,                            0.68,                            0.5943
model-1603542243,1603542262.59,                            0.67,                            0.6488,                            0.71,                            0.5585
model-1603542243,1603542262.627,                            0.68,                            0.5857,                            0.71,                            0.4981
model-1603542243,1603542262.662,                            0.7,                            0.5259,                            0.74,                            0.5275
model-1603542243,1603542262.699,                            0.71,                            0.5249,                            0.76,                            0.4827
model-1603542243,1603542262.734,                            0.73,                            0.5386,                            0.76,                            0.5335
model-1603542243,1603542262.768,                            0.77,                            0.4717,                            0.73,                            0.5527
model-1603542243,1603542262.803,                            0.75,                            0.4832,                            0.69,                            0.6028
model-1603542243,1603542262.838,                            0.7,                            0.5787,                            0.77,                            0.4622
model-1603542243,1603542262.872,                            0.63,                            0.6027,                            0.65,                            0.5702
model-1603542243,1603542262.908,                            0.79,                            0.5254,                            0.83,                            0.4311
model-1603542243,1603542262.943,                            0.77,                            0.4883,                            0.8,                            0.4756
model-1603542243,1603542262.977,                            0.65,                            0.6506,                            0.72,                            0.5452
model-1603542243,1603542263.012,                            0.75,                            0.4793,                            0.75,                            0.4911
model-1603542243,1603542263.046,                            0.75,                            0.5394,                            0.75,                            0.5086
model-1603542243,1603542263.081,                            0.81,                            0.472,                            0.69,                            0.5545
model-1603542243,1603542263.116,                            0.74,                            0.5672,                            0.77,                            0.5071
model-1603542243,1603542263.152,                            0.72,                            0.5597,                            0.68,                            0.543
model-1603542243,1603542263.187,                            0.79,                            0.4989,                            0.78,                            0.4894
model-1603542243,1603542263.222,                            0.78,                            0.5008,                            0.72,                            0.5268
model-1603542243,1603542263.257,                            0.74,                            0.5875,                            0.75,                            0.5396
model-1603542243,1603542263.293,                            0.67,                            0.5844,                            0.65,                            0.5866
model-1603542243,1603542263.329,                            0.75,                            0.5209,                            0.79,                            0.4753
model-1603542243,1603542263.363,                            0.74,                            0.4783,                            0.83,                            0.463
model-1603542243,1603542263.397,                            0.75,                            0.5014,                            0.77,                            0.4757
model-1603542243,1603542263.435,                            0.66,                            0.6024,                            0.69,                            0.56
model-1603542243,1603542263.471,                            0.74,                            0.4957,                            0.74,                            0.4649
model-1603542243,1603542263.506,                            0.74,                            0.5398,                            0.73,                            0.4871
model-1603542243,1603542263.542,                            0.74,                            0.5527,                            0.68,                            0.6098
model-1603542243,1603542263.577,                            0.76,                            0.5103,                            0.73,                            0.5257
model-1603542243,1603542263.611,                            0.62,                            0.6695,                            0.78,                            0.4757
model-1603542243,1603542263.647,                            0.7,                            0.5811,                            0.71,                            0.5248
model-1603542243,1603542263.683,                            0.68,                            0.5761,                            0.66,                            0.5728
model-1603542243,1603542263.719,                            0.63,                            0.5777,                            0.75,                            0.512
model-1603542243,1603542263.755,                            0.74,                            0.5749,                            0.73,                            0.5604
model-1603542243,1603542263.789,                            0.76,                            0.4739,                            0.74,                            0.5344
model-1603542243,1603542263.824,                            0.73,                            0.5402,                            0.71,                            0.5184
model-1603542243,1603542263.859,                            0.71,                            0.5633,                            0.72,                            0.5652
model-1603542243,1603542263.895,                            0.71,                            0.5122,                            0.81,                            0.4841
model-1603542243,1603542263.93,                            0.77,                            0.4343,                            0.73,                            0.5741
model-1603542243,1603542263.969,                            0.73,                            0.5156,                            0.71,                            0.6365
model-1603542243,1603542264.004,                            0.76,                            0.5278,                            0.71,                            0.5661
model-1603542243,1603542264.038,                            0.75,                            0.5781,                            0.62,                            0.6508
model-1603542243,1603542264.076,                            0.71,                            0.523,                            0.73,                            0.5563
model-1603542243,1603542264.111,                            0.83,                            0.4098,                            0.67,                            0.5891
model-1603542243,1603542264.145,                            0.71,                            0.4903,                            0.71,                            0.5751
model-1603542243,1603542264.183,                            0.71,                            0.6079,                            0.64,                            0.6259
model-1603542243,1603542264.219,                            0.74,                            0.5126,                            0.75,                            0.5235
model-1603542243,1603542264.254,                            0.79,                            0.4585,                            0.77,                            0.5161
model-1603542243,1603542264.291,                            0.64,                            0.6912,                            0.72,                            0.5378
model-1603542243,1603542264.327,                            0.69,                            0.6326,                            0.7,                            0.5279
model-1603542243,1603542264.361,                            0.66,                            0.6172,                            0.72,                            0.4997
model-1603542243,1603542264.399,                            0.71,                            0.5469,                            0.67,                            0.5626
model-1603542243,1603542264.434,                            0.76,                            0.5208,                            0.72,                            0.5657
model-1603542243,1603542264.469,                            0.71,                            0.5295,                            0.76,                            0.4797
model-1603542243,1603542264.508,                            0.73,                            0.5383,                            0.68,                            0.5902
model-1603542243,1603542264.543,                            0.75,                            0.5341,                            0.68,                            0.5427
model-1603542243,1603542264.578,                            0.7,                            0.5367,                            0.68,                            0.5878
model-1603542243,1603542264.615,                            0.72,                            0.5513,                            0.61,                            0.6127
model-1603542243,1603542264.65,                            0.73,                            0.5499,                            0.76,                            0.489
model-1603542243,1603542264.685,                            0.7,                            0.5583,                            0.67,                            0.6104
model-1603542243,1603542264.723,                            0.7,                            0.5032,                            0.73,                            0.5397
model-1603542243,1603542264.762,                            0.66,                            0.578,                            0.7,                            0.6033
model-1603542243,1603542264.797,                            0.71,                            0.5752,                            0.72,                            0.5278
model-1603542243,1603542264.835,                            0.74,                            0.5604,                            0.72,                            0.5189
model-1603542243,1603542264.869,                            0.74,                            0.5153,                            0.74,                            0.5267
model-1603542243,1603542264.904,                            0.73,                            0.5398,                            0.74,                            0.5349
model-1603542243,1603542264.942,                            0.68,                            0.5355,                            0.77,                            0.5423
model-1603542243,1603542264.976,                            0.77,                            0.494,                            0.76,                            0.5711
model-1603542243,1603542265.011,                            0.78,                            0.5069,                            0.73,                            0.5285
model-1603542243,1603542265.049,                            0.73,                            0.5652,                            0.66,                            0.6
model-1603542243,1603542265.085,                            0.76,                            0.5027,                            0.72,                            0.5299
model-1603542243,1603542265.119,                            0.65,                            0.5996,                            0.76,                            0.5343
model-1603542243,1603542265.157,                            0.73,                            0.581,                            0.71,                            0.5523
model-1603542243,1603542265.192,                            0.74,                            0.5098,                            0.84,                            0.4562
model-1603542243,1603542265.227,                            0.77,                            0.5047,                            0.65,                            0.6162
model-1603542243,1603542265.262,                            0.78,                            0.4991,                            0.7,                            0.5955
model-1603542243,1603542265.299,                            0.7,                            0.5684,                            0.61,                            0.6773
model-1603542243,1603542265.334,                            0.8,                            0.4548,                            0.71,                            0.6045
model-1603542243,1603542265.37,                            0.79,                            0.4512,                            0.71,                            0.5522
model-1603542243,1603542265.404,                            0.72,                            0.5227,                            0.71,                            0.5647
model-1603542243,1603542265.439,                            0.67,                            0.6731,                            0.73,                            0.537
model-1603542243,1603542265.476,                            0.73,                            0.5397,                            0.66,                            0.6888
model-1603542243,1603542265.51,                            0.72,                            0.5564,                            0.77,                            0.4897
model-1603542243,1603542265.545,                            0.78,                            0.4598,                            0.72,                            0.5115
model-1603542243,1603542265.581,                            0.78,                            0.4517,                            0.76,                            0.5357
model-1603542243,1603542265.615,                            0.72,                            0.5815,                            0.79,                            0.5
model-1603542243,1603542265.65,                            0.74,                            0.5034,                            0.68,                            0.5846
model-1603542243,1603542265.687,                            0.72,                            0.5567,                            0.67,                            0.643
model-1603542243,1603542265.722,                            0.72,                            0.5351,                            0.72,                            0.5554
model-1603542243,1603542265.756,                            0.7,                            0.5521,                            0.73,                            0.5576
model-1603542243,1603542265.793,                            0.79,                            0.4462,                            0.65,                            0.6066
model-1603542243,1603542265.83,                            0.72,                            0.5191,                            0.71,                            0.5815
model-1603542243,1603542265.865,                            0.78,                            0.4819,                            0.75,                            0.5036
model-1603542243,1603542265.902,                            0.78,                            0.5336,                            0.81,                            0.42
model-1603542243,1603542265.937,                            0.72,                            0.5688,                            0.7,                            0.523
model-1603542243,1603542265.972,                            0.71,                            0.5938,                            0.78,                            0.4974
model-1603542243,1603542266.007,                            0.72,                            0.5229,                            0.83,                            0.423
model-1603542243,1603542266.043,                            0.8,                            0.4702,                            0.69,                            0.5744
model-1603542243,1603542266.077,                            0.8,                            0.4331,                            0.8,                            0.4647
model-1603542243,1603542266.112,                            0.76,                            0.4856,                            0.78,                            0.5487
model-1603542243,1603542266.147,                            0.82,                            0.4035,                            0.78,                            0.5047
model-1603542243,1603542266.182,                            0.8,                            0.4511,                            0.76,                            0.5091
model-1603542243,1603542266.218,                            0.73,                            0.5334,                            0.75,                            0.5111
model-1603542243,1603542266.252,                            0.84,                            0.3997,                            0.78,                            0.5546
model-1603542243,1603542266.288,                            0.79,                            0.4923,                            0.74,                            0.5511
model-1603542243,1603542266.325,                            0.76,                            0.5135,                            0.77,                            0.5226
model-1603542243,1603542266.362,                            0.8,                            0.4221,                            0.8,                            0.4321
model-1603542243,1603542266.397,                            0.68,                            0.6195,                            0.73,                            0.6129
model-1603542243,1603542266.432,                            0.73,                            0.5285,                            0.75,                            0.485
model-1603542243,1603542266.467,                            0.75,                            0.4841,                            0.76,                            0.5322
model-1603542243,1603542266.501,                            0.67,                            0.7028,                            0.67,                            0.631
model-1603542243,1603542266.537,                            0.71,                            0.541,                            0.72,                            0.5325
model-1603542243,1603542266.571,                            0.73,                            0.5651,                            0.78,                            0.4144
model-1603542243,1603542266.606,                            0.69,                            0.528,                            0.55,                            0.7505
model-1603542243,1603542266.641,                            0.7,                            0.5587,                            0.71,                            0.558
model-1603542243,1603542266.676,                            0.78,                            0.4797,                            0.73,                            0.5179
model-1603542243,1603542266.711,                            0.75,                            0.4726,                            0.72,                            0.5284
model-1603542243,1603542266.746,                            0.67,                            0.5784,                            0.62,                            0.6513
model-1603542243,1603542266.781,                            0.67,                            0.5836,                            0.69,                            0.5552
model-1603542243,1603542266.815,                            0.7,                            0.5542,                            0.75,                            0.5451
model-1603542243,1603542266.851,                            0.79,                            0.4712,                            0.61,                            0.641
model-1603542243,1603542266.888,                            0.76,                            0.4904,                            0.8,                            0.4887
model-1603542243,1603542266.924,                            0.77,                            0.5161,                            0.74,                            0.5231
model-1603542243,1603542266.96,                            0.72,                            0.571,                            0.77,                            0.4865
model-1603542243,1603542266.994,                            0.76,                            0.4825,                            0.77,                            0.5299
model-1603542243,1603542267.029,                            0.75,                            0.5103,                            0.77,                            0.505
model-1603542243,1603542267.065,                            0.76,                            0.5293,                            0.78,                            0.4784
model-1603542243,1603542267.099,                            0.78,                            0.4909,                            0.74,                            0.5617
model-1603542243,1603542267.134,                            0.71,                            0.5379,                            0.78,                            0.5136
model-1603542243,1603542267.169,                            0.79,                            0.4612,                            0.67,                            0.5664
model-1603542243,1603542267.204,                            0.75,                            0.5685,                            0.76,                            0.4944
model-1603542243,1603542267.238,                            0.74,                            0.5379,                            0.73,                            0.5516
model-1603542243,1603542267.274,                            0.75,                            0.5011,                            0.72,                            0.5547
model-1603542243,1603542267.309,                            0.76,                            0.4775,                            0.79,                            0.4326
model-1603542243,1603542267.344,                            0.74,                            0.5183,                            0.73,                            0.5479
model-1603542243,1603542267.379,                            0.78,                            0.4708,                            0.77,                            0.4705
model-1603542243,1603542267.416,                            0.69,                            0.602,                            0.79,                            0.4939
model-1603542243,1603542267.45,                            0.75,                            0.4581,                            0.7,                            0.5694
model-1603542243,1603542267.486,                            0.73,                            0.5236,                            0.73,                            0.5953
model-1603542243,1603542267.522,                            0.79,                            0.4745,                            0.75,                            0.534
model-1603542243,1603542267.557,                            0.76,                            0.4918,                            0.77,                            0.5475
model-1603542243,1603542267.593,                            0.82,                            0.4171,                            0.79,                            0.4436
model-1603542243,1603542267.628,                            0.71,                            0.4951,                            0.73,                            0.515
model-1603542243,1603542267.663,                            0.68,                            0.6078,                            0.66,                            0.6218
model-1603542243,1603542267.699,                            0.79,                            0.4819,                            0.69,                            0.5359
model-1603542243,1603542267.734,                            0.74,                            0.5006,                            0.71,                            0.5529
model-1603542243,1603542267.769,                            0.77,                            0.5233,                            0.72,                            0.5306
model-1603542243,1603542267.804,                            0.74,                            0.5021,                            0.75,                            0.5031
model-1603542243,1603542267.839,                            0.78,                            0.4541,                            0.71,                            0.5881
model-1603542243,1603542267.873,                            0.69,                            0.5741,                            0.69,                            0.4912
model-1603542243,1603542267.909,                            0.75,                            0.4658,                            0.74,                            0.5258
model-1603542243,1603542267.946,                            0.79,                            0.4758,                            0.8,                            0.4635
model-1603542243,1603542267.98,                            0.75,                            0.4895,                            0.71,                            0.5146
model-1603542243,1603542268.016,                            0.71,                            0.5625,                            0.71,                            0.556
model-1603542243,1603542268.05,                            0.74,                            0.4551,                            0.89,                            0.3964
model-1603542243,1603542268.086,                            0.84,                            0.4108,                            0.72,                            0.5218
model-1603542243,1603542268.122,                            0.76,                            0.4998,                            0.81,                            0.4564
model-1603542243,1603542268.157,                            0.82,                            0.4973,                            0.77,                            0.4964
model-1603542243,1603542268.192,                            0.72,                            0.5842,                            0.75,                            0.5154
model-1603542243,1603542268.227,                            0.66,                            0.5178,                            0.75,                            0.4974
model-1603542243,1603542268.262,                            0.79,                            0.4811,                            0.76,                            0.4807
model-1603542243,1603542268.296,                            0.76,                            0.533,                            0.67,                            0.606
model-1603542243,1603542268.332,                            0.74,                            0.5186,                            0.74,                            0.5037
model-1603542243,1603542268.367,                            0.72,                            0.5514,                            0.73,                            0.536
model-1603542243,1603542268.401,                            0.72,                            0.5081,                            0.85,                            0.4316
model-1603542243,1603542268.437,                            0.81,                            0.472,                            0.68,                            0.59
model-1603542243,1603542268.473,                            0.77,                            0.5216,                            0.77,                            0.4624
model-1603542243,1603542268.508,                            0.76,                            0.4875,                            0.74,                            0.5022
model-1603542243,1603542268.543,                            0.79,                            0.4816,                            0.69,                            0.568
model-1603542243,1603542268.578,                            0.78,                            0.4654,                            0.71,                            0.5851
model-1603542243,1603542268.612,                            0.82,                            0.4226,                            0.63,                            0.6835
model-1603542243,1603542268.648,                            0.66,                            0.626,                            0.75,                            0.4684
model-1603542243,1603542268.684,                            0.81,                            0.4551,                            0.74,                            0.5385
model-1603542243,1603542268.72,                            0.83,                            0.377,                            0.73,                            0.5488
model-1603542243,1603542268.755,                            0.77,                            0.4818,                            0.76,                            0.5523
model-1603542243,1603542268.79,                            0.7,                            0.5948,                            0.75,                            0.515
model-1603542243,1603542268.825,                            0.7,                            0.5895,                            0.7,                            0.5749
model-1603542243,1603542268.86,                            0.79,                            0.4343,                            0.72,                            0.5311
model-1603542243,1603542268.895,                            0.76,                            0.5257,                            0.75,                            0.482
